Comment le produit scalaire de deux vecteurs $\vec{u}$ et $\vec{v}$ est-il étendu à l'espace ?,"On choisit des points A, B, C tels que $\vec{u} = \vec{AB}$ et $\vec{v} = \vec{AC}$, puis on calcule le produit scalaire dans le plan contenant A, B, et C."
Quelle est la formule du produit scalaire de deux vecteurs $\vec{u}$ et $\vec{v}$ utilisant l'angle $\theta$ entre eux ?,$\vec{u} \cdot \vec{v} = \|\vec{u}\| \|\vec{v}\| \times \cos(\theta)$
"Que représente le 'carré scalaire' d'un vecteur $\vec{u}$, noté $\vec{u}^2$ ?","Le carré scalaire $\vec{u}^2$ est égal au carré de sa norme, $\|\vec{u}\|^2$."
Comment peut-on calculer le produit scalaire $\vec{u} \cdot \vec{v}$ en utilisant la projection orthogonale ?,"Si $\vec{u}=\vec{AB}$ et $\vec{v}=\vec{AC}$, et H est le projeté orthogonal de C sur (AB), alors $\vec{u} \cdot \vec{v} = \vec{AB} \cdot \vec{AH}$."
"Dans la formule $\vec{AB} \cdot \vec{AH}$, quand le produit scalaire est-il positif ou négatif ?","Il est positif ($\vec{AB} \cdot \vec{AH} = AB \times AH$) si $\vec{AB}$ et $\vec{AH}$ ont le même sens, et négatif ($\vec{AB} \cdot \vec{AH} = -AB \times AH$) s'ils sont de sens opposés."
"Quelles sont les trois propriétés algébriques du produit scalaire pour des vecteurs $\vec{u}$, $\vec{v}$, $\vec{w}$ et un réel $k$ ?",1. $\vec{u} \cdot \vec{v} = \vec{v} \cdot \vec{u}$ (symétrie) 2. $\vec{u} \cdot (\vec{v}+\vec{w}) = \vec{u} \cdot \vec{v} + \vec{u} \cdot \vec{w}$ (linéarité) 3. $\vec{u} \cdot (k\vec{v}) = (k\vec{u}) \cdot \vec{v} = k(\vec{u} \cdot \vec{v})$ (linéarité).
Développez l'identité remarquable $(\|\vec{u} + \vec{v}\|)^2$.,$(\|\vec{u} + \vec{v}\|)^2 = \|\vec{u}\|^2 + 2\vec{u} \cdot \vec{v} + \|\vec{v}\|^2$
Développez l'identité remarquable $(\|\vec{u} - \vec{v}\|)^2$.,$(\|\vec{u} - \vec{v}\|)^2 = \|\vec{u}\|^2 - 2\vec{u} \cdot \vec{v} + \|\vec{v}\|^2$
Développez l'identité remarquable $(\vec{u} + \vec{v}) \cdot (\vec{u} - \vec{v})$.,$(\vec{u} + \vec{v}) \cdot (\vec{u} - \vec{v}) = \|\vec{u}\|^2 - \|\vec{v}\|^2$
Donnez la première formule de polarisation pour exprimer $\vec{u} \cdot \vec{v}$ en fonction des normes.,$\vec{u} \cdot \vec{v} = \frac{1}{2}(\|\vec{u} + \vec{v}\|^2 - \|\vec{u}\|^2 - \|\vec{v}\|^2)$
Donnez la deuxième formule de polarisation pour exprimer $\vec{u} \cdot \vec{v}$ en fonction des normes.,$\vec{u} \cdot \vec{v} = \frac{1}{2}(\|\vec{u}\|^2 + \|\vec{v}\|^2 - \|\vec{u} - \vec{v}\|^2)$
Donnez la troisième formule de polarisation pour exprimer $\vec{u} \cdot \vec{v}$ en fonction des normes.,$\vec{u} \cdot \vec{v} = \frac{1}{4}(\|\vec{u} + \vec{v}\|^2 - \|\vec{u} - \vec{v}\|^2)$
Quelle est la définition de deux vecteurs orthogonaux $\vec{u}$ et $\vec{v}$ ?,Deux vecteurs $\vec{u}$ et $\vec{v}$ sont orthogonaux si et seulement si leur produit scalaire est nul : $\vec{u} \cdot \vec{v} = 0$.
Avec quel(s) vecteur(s) le vecteur nul $\vec{0}$ est-il orthogonal ?,Le vecteur nul est orthogonal à tous les vecteurs de l'espace car $\vec{0} \cdot \vec{u} = 0$ pour tout $\vec{u}$.
Comment définit-on deux droites $d$ et $d'$ orthogonales dans l'espace ?,Deux droites sont orthogonales si on peut trouver un point I tel que les parallèles à ces droites passant par I sont perpendiculaires.
Quelle est la propriété permettant de déterminer si deux droites $d$ et $d'$ sont orthogonales à l'aide de leurs vecteurs directeurs $\vec{u}$ et $\vec{v}$ ?,Deux droites de vecteurs directeurs respectifs $\vec{u}$ et $\vec{v}$ sont orthogonales si et seulement si $\vec{u} \cdot \vec{v} = 0$.
"Si deux droites sont parallèles, que peut-on dire de toute droite orthogonale à l'une ?","Si deux droites sont parallèles, toute droite orthogonale à l'une est orthogonale à l'autre."
Comment définit-on une droite $\Delta$ orthogonale à un plan $P$ ?,Une droite $\Delta$ est orthogonale à un plan $P$ si elle est orthogonale à deux droites sécantes du plan $P$.
"Soit une droite $\Delta$ de vecteur directeur $\vec{w}$ et un plan $P$ de base $(\vec{u}, \vec{v})$. Quelle est la condition pour que $\Delta$ et $P$ soient orthogonaux ?",La droite $\Delta$ et le plan $P$ sont orthogonaux si $\vec{w} \cdot \vec{u} = 0$ et $\vec{w} \cdot \vec{v} = 0$.
"Si une droite est orthogonale à un plan, que peut-on dire de sa relation avec toutes les droites de ce plan ?","Si une droite est orthogonale à un plan, alors elle est orthogonale à toutes les droites incluses dans ce plan."
"Si deux plans $P$ et $P'$ sont parallèles, que peut-on dire d'une droite $d$ orthogonale à $P$ ?","Si deux plans $P$ et $P'$ sont parallèles, alors toute droite $d$ orthogonale à $P$ est aussi orthogonale à $P'$."
"Si deux plans $P$ et $P'$ sont orthogonaux à une même droite $d$, quelle est leur position relative ?","Si deux plans $P$ et $P'$ sont orthogonaux à une même droite $d$, alors ils sont parallèles entre eux."
Qu'est-ce qu'un vecteur normal à un plan $P$ ?,Un vecteur $\vec{n}$ non nul est normal (ou orthogonal) à un plan $P$ si toute droite de vecteur directeur $\vec{n}$ est orthogonale au plan $P$.
"Soit $P$ un plan de base $(\vec{u}, \vec{v})$. Comment caractériser un vecteur $\vec{n}$ normal à $P$ ?","Le vecteur $\vec{n}$ est normal au plan $P$ si et seulement si il est orthogonal à $\vec{u}$ et à $\vec{v}$, c'est-à-dire $\vec{n} \cdot \vec{u} = 0$ et $\vec{n} \cdot \vec{v} = 0$."
Deux plans $P_1$ et $P_2$ sont parallèles si et seulement si leurs vecteurs normaux $\vec{n_1}$ et $\vec{n_2}$ sont _____.,colinéaires
Deux plans $P_1$ et $P_2$ sont perpendiculaires si et seulement si leurs vecteurs normaux $\vec{n_1}$ et $\vec{n_2}$ sont _____.,orthogonaux
Qu'est-ce que le projeté orthogonal d'un point M sur un plan P ?,C'est le point d'intersection M' entre le plan P et la droite passant par M et orthogonale à P.
Qu'est-ce que le projeté orthogonal d'un point N sur une droite d ?,C'est le point d'intersection N' entre la droite d et le plan passant par N et orthogonal à d.
"Qu'est-ce qui caractérise une base orthonormée de l'espace $(\vec{i}, \vec{j}, \vec{k})$ ?",Ses trois vecteurs sont deux à deux orthogonaux et tous de norme 1.
"Dans un repère orthonormé, quelle est la formule du produit scalaire de $\vec{u}(x; y; z)$ et $\vec{v}(x'; y'; z')$ ?",$\vec{u} \cdot \vec{v} = xx' + yy' + zz'$
"Dans un repère orthonormé, quelle est la formule de la norme d'un vecteur $\vec{u}(x; y; z)$ ?",$\|\vec{u}\| = \sqrt{x^2 + y^2 + z^2}$
"Dans un repère orthonormé, quelle est la formule de la distance entre deux points $A(x_A; y_A; z_A)$ et $B(x_B; y_B; z_B)$ ?",$AB = \sqrt{(x_B-x_A)^2 + (y_B-y_A)^2 + (z_B-z_A)^2}$
Soit A un point de l'espace et P un plan. Comment est définie la distance de A à P ?,"C'est la distance AH, où H est le projeté orthogonal de A sur le plan P."
Pourquoi la distance AH (où H est le projeté orthogonal de A sur P) est-elle la plus courte distance du point A au plan P ?,"Car pour tout autre point M de P, le triangle AHM est rectangle en H, donc l'hypoténuse AM est plus longue que le côté AH."
Soit un plan $P$ passant par un point A et de vecteur normal $\vec{n}$. Quelle condition doit vérifier un point M pour appartenir à $P$ ?,"Un point M appartient au plan $P$ si et seulement si les vecteurs $\vec{AM}$ et $\vec{n}$ sont orthogonaux, c'est-à-dire $\vec{AM} \cdot \vec{n} = 0$."
Quelle est la forme générale de l'équation cartésienne d'un plan dans l'espace ?,"$ax + by + cz + d = 0$, où $a, b, c$ sont des réels non tous nuls."
"Si un plan a pour équation cartésienne $ax+by+cz+d=0$, quelles sont les coordonnées d'un vecteur normal $\vec{n}$ à ce plan ?",Les coordonnées d'un vecteur normal sont $\vec{n}(a; b; c)$.
"Dans la preuve de l'équation cartésienne, comment passe-t-on de $\vec{AM} \cdot \vec{n} = 0$ à l'équation $ax+by+cz - (ax_A+by_A+cz_A) = 0$ ?",On exprime les coordonnées de $\vec{AM}(x-x_A; y-y_A; z-z_A)$ et $\vec{n}(a;b;c)$ et on calcule le produit scalaire analytique.
"Dans l'équation cartésienne $ax+by+cz+d=0$, comment est défini le réel $d$ en fonction d'un point $A(x_A, y_A, z_A)$ du plan ?",Le réel $d$ est égal à $-ax_A - by_A - cz_A$.
Un plan P a pour vecteur normal $\vec{n}(-1; 1; 4)$. Quelle est la forme de son équation cartésienne ?,Son équation est de la forme $-x + y + 4z + d = 0$.
"Sachant que le plan d'équation $-x + y + 4z + d = 0$ passe par le point A(1; -3; 2), comment trouver la valeur de d ?","On remplace x, y, et z par les coordonnées de A : $-(1) + (-3) + 4(2) + d = 0$, ce qui donne $d = -4$."
